,AÑO,MES,FINCA,POTRERO,AREA M2,ACTIVIDAD,FECHA ACTIVIDAD,PRODUCTO,HATO,TIPO DE FORRAJE,FECHA ENTRADA,FECHA SALIDA,DIAS ANTIGUEDAD PASTOS,AFORO,FORRAJE FRECIDO,DIAS ESTADIA,NUMERO ANIMALES,LECHE TOTAL,LECHE POR DIA,LECHE POR VACA,FECHA PROYECTADA FUMIGACION,ANO FUMIGACION,MES FUMIGACION,Unnamed: 23,Unnamed: 24,Unnamed: 25,Contador,15289,Unnamed: 28,Unnamed: 29,ACTIVIDAD.1,2,Unnamed: 32,SIEMBRA,3,FUMIGADA,2.1,ABONADA,74,RENOVADA,292,CORTE,624,HENOLAJE,645,DESBROSADA,695,ROTOBO,1695,RIEGO,2175,ENMIENDA,2340,ENCALADO,2485,PASTOREO,832,INTERSIEMBRA,9197,RASTRILLO,9677
10495,2020,9,RANCHO,9,,PASTOREO,2020-09-10,,TERNERAS RAN1,KYKUYO,2020-09-10 00:00:00,2020-09-10 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10496,2020,9,JUNCAL,12,,PASTOREO,2020-09-10,,HORRO JUN,KYKUYO,2020-09-10 00:00:00,2020-09-10 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10497,2020,9,PARAISO,5,,PASTOREO,2020-09-10,,HORRO PAR,RAYGRAS,2020-09-10 00:00:00,2020-09-10 00:00:00,3.0,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498,2020,9,PARAISO,7,,PASTOREO,2020-09-10,,PARAISO,RAYGRAS,2020-09-10 00:00:00,2020-09-10 00:00:00,38.0,1.3,,1.0,139.0,2641.0,2641.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10499,2020,9,JUNCAL,7,,PASTOREO,2020-09-10,,JUNCAL,RAYGRAS,2020-09-10 00:00:00,2020-09-10 00:00:00,,1.4,,1.0,128.0,2420.0,2420.0,18.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10500,2020,9,EL RECODO,3,,PASTOREO,2020-09-10,,RECODO 1,RAYGRAS,2020-09-10 00:00:00,2020-09-10 00:00:00,33.0,0.0,,1.0,134.0,2821.0,2821.0,21.05223880597015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501,2020,9,EL RECODO,57,,PASTOREO,2020-09-10,,RECODO 2,KYKUYO,2020-09-10 00:00:00,2020-09-10 00:00:00,,0.0,,1.0,119.0,2178.0,2178.0,18.30252100840336,2020-09-25,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502,2020,9,EL RECODO,21,,PASTOREO,2020-09-10,,RECODO 3,KYKUYO,2020-09-10 00:00:00,2020-09-10 00:00:00,,0.0,,1.0,128.0,2689.0,2689.0,21.0078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503,2020,9,LA ISLA,17,,ABONADA,2020-09-11,NITROXTEND + KCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504,2020,9,MANGA LARGA,9,,ABONADA,2020-09-11,NITROXTEND + KCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505,2020,9,PARAISO,5,,ABONADA,2020-09-11,NITROXTEND + KCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506,2020,9,JUNCAL,5,,ABONADA,2020-09-11,NITROXTEND + KCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507,2020,9,JUNCAL,6,,ABONADA,2020-09-11,NITROXTEND + KCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508,2020,9,JUNCAL,7,,ABONADA,2020-09-11,NITROXTEND + KCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509,2020,9,EL RECODO,15,,FUMIGADA,2020-09-11,RAUDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510,2020,9,EL RECODO,52,,FUMIGADA,2020-09-11,RAUDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10511,2020,9,LA ISLA,18,,PASTOREO,2020-09-11,,PROXIMAS PAR,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10512,2020,9,LA ISLA,36,,PASTOREO,2020-09-11,,NOVILLAS CARGADAS,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10513,2020,9,LA ISLA,17,,PASTOREO,2020-09-11,,NOVILLAS CHALET,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10514,2020,9,LA ISLA,7,,PASTOREO,2020-09-11,,NOVILLAS SERVICIO,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,2020-09-26,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10515,2020,9,LA ISLA,26,,PASTOREO,2020-09-11,,PROXIMAS JUN,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10516,2020,9,RANCHO,9,,PASTOREO,2020-09-11,,TERNERAS RAN1,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10517,2020,9,JUNCAL,12,,PASTOREO,2020-09-11,,HORRO JUN,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,2020-09-26,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10518,2020,9,PARAISO,5,,PASTOREO,2020-09-11,,HORRO PAR,RAYGRAS,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10519,2020,9,PARAISO,7,,PASTOREO,2020-09-11,,PARAISO,RAYGRAS,2020-09-11 00:00:00,2020-09-11 00:00:00,,1.3,,1.0,140.0,2678.0,2678.0,19.12857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10520,2020,9,JUNCAL,7,,PASTOREO,2020-09-11,,JUNCAL,RAYGRAS,2020-09-11 00:00:00,2020-09-11 00:00:00,,1.4,,1.0,128.0,2301.0,2301.0,17.9765625,2020-09-26,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10521,2020,9,EL RECODO,3,,PASTOREO,2020-09-11,,RECODO 1,RAYGRAS,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,134.0,2850.0,2850.0,21.26865671641791,2020-09-26,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,2020,9,EL RECODO,38,,PASTOREO,2020-09-11,,RECODO 2,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,28.0,0.0,,1.0,119.0,2263.0,2263.0,19.016806722689076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10523,2020,9,EL RECODO,21,,PASTOREO,2020-09-11,,RECODO 3,KYKUYO,2020-09-11 00:00:00,2020-09-11 00:00:00,,0.0,,1.0,128.0,2614.0,2614.0,20.421875,2020-09-26,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10524,2020,9,EL RECODO,49,,FUMIGADA,2020-09-12,RAUDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10525,2020,9,EL RECODO,28,,FUMIGADA,2020-09-12,RAUDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10526,2020,9,LA ISLA,18,,PASTOREO,2020-09-12,,PROXIMAS PAR,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10527,2020,9,LA ISLA,36,,PASTOREO,2020-09-12,,NOVILLAS CARGADAS,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10528,2020,9,LA ISLA,17,,PASTOREO,2020-09-12,,NOVILLAS CHALET,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10529,2020,9,LA ISLA,8,,PASTOREO,2020-09-12,,NOVILLAS SERVICIO,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10530,2020,9,LA ISLA,26,,PASTOREO,2020-09-12,,PROXIMAS JUN,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10531,2020,9,RANCHO,9,,PASTOREO,2020-09-12,,TERNERAS RAN1,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,2020-09-27,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10532,2020,9,JUNCAL,11,,PASTOREO,2020-09-12,,HORRO JUN,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,475.0,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10533,2020,9,PARAISO,5,,PASTOREO,2020-09-12,,HORRO PAR,RAYGRAS,2020-09-12 00:00:00,2020-09-12 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,2020-09-27,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10534,2020,9,PARAISO,7,,PASTOREO,2020-09-12,,PARAISO,RAYGRAS,2020-09-12 00:00:00,2020-09-12 00:00:00,,1.3,,1.0,140.0,2775.0,2775.0,19.821428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10535,2020,9,JUNCAL,8,,PASTOREO,2020-09-12,,JUNCAL,RAYGRAS,2020-09-12 00:00:00,2020-09-12 00:00:00,46.0,1.4,,1.0,128.0,2350.0,2350.0,18.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10536,2020,9,EL RECODO,2,,PASTOREO,2020-09-12,,RECODO 1,RAYGRAS,2020-09-12 00:00:00,2020-09-12 00:00:00,68.0,0.0,,1.0,134.0,2749.0,2749.0,20.51492537313433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10537,2020,9,EL RECODO,38,,PASTOREO,2020-09-12,,RECODO 2,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,,0.0,,1.0,119.0,2269.0,2269.0,19.067226890756302,2020-09-27,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10538,2020,9,EL RECODO,26,,PASTOREO,2020-09-12,,RECODO 3,KYKUYO,2020-09-12 00:00:00,2020-09-12 00:00:00,94.0,0.0,,1.0,130.0,2612.0,2612.0,20.092307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10539,2020,9,LA ISLA,18,,PASTOREO,2020-09-13,,PROXIMAS PAR,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10540,2020,9,LA ISLA,36,,PASTOREO,2020-09-13,,NOVILLAS CARGADAS,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541,2020,9,LA ISLA,17,,PASTOREO,2020-09-13,,NOVILLAS CHALET,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10542,2020,9,LA ISLA,8,,PASTOREO,2020-09-13,,NOVILLAS SERVICIO,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10543,2020,9,LA ISLA,26,,PASTOREO,2020-09-13,,PROXIMAS JUN,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10544,2020,9,RANCHO,10,,PASTOREO,2020-09-13,,TERNERAS RAN1,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,71.0,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10545,2020,9,JUNCAL,11,,PASTOREO,2020-09-13,,HORRO JUN,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546,2020,9,PARAISO,7,,PASTOREO,2020-09-13,,HORRO PAR,RAYGRAS,2020-09-13 00:00:00,2020-09-13 00:00:00,1.0,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10547,2020,9,JUNCAL,8,,PASTOREO,2020-09-13,,JUNCAL,RAYGRAS,2020-09-13 00:00:00,2020-09-13 00:00:00,,1.4,,1.0,125.0,2347.0,2347.0,18.776,2020-09-28,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10548,2020,9,EL RECODO,2,,PASTOREO,2020-09-13,,RECODO 1,RAYGRAS,2020-09-13 00:00:00,2020-09-13 00:00:00,,0.0,,1.0,134.0,2890.0,2890.0,21.567164179104477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10549,2020,9,EL RECODO,37,,PASTOREO,2020-09-13,,RECODO 2,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,28.0,0.0,,1.0,119.0,2255.0,2255.0,18.949579831932773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10550,2020,9,EL RECODO,26,,PASTOREO,2020-09-13,,RECODO 3,KYKUYO,2020-09-13 00:00:00,2020-09-13 00:00:00,,0.0,,1.0,130.0,2662.0,2662.0,20.476923076923075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10551,2020,9,JUNCAL,3,,FUMIGADA,2020-09-14,CIPERMETRINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10552,2020,9,JUNCAL,3,,FOLIAR,2020-09-14,INICIO ACTIVER SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10553,2020,9,PARAISO,15,,FUMIGADA,2020-09-14,CIPERMETRINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10554,2020,9,PARAISO,15,,FOLIAR,2020-09-14,INICIO ACTIVER SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10555,2020,9,PARAISO,16,,FUMIGADA,2020-09-14,CIPERMETRINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556,2020,9,PARAISO,16,,FOLIAR,2020-09-14,INICIO ACTIVER SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10557,2020,9,EL RECODO,20,,ABONADA,2020-09-14,FOSFORITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10558,2020,9,JUNCAL,6,,FUMIGADA,2020-09-14,ROYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559,2020,9,JUNCAL,7,,FUMIGADA,2020-09-14,ROYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10560,2020,9,PARAISO,4,,CORTE,2020-09-14,21 REMOLQUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561,2020,9,LA ISLA,18,,PASTOREO,2020-09-14,,PROXIMAS PAR,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10562,2020,9,LA ISLA,36,,PASTOREO,2020-09-14,,NOVILLAS CARGADAS,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10563,2020,9,LA ISLA,17,,PASTOREO,2020-09-14,,NOVILLAS CHALET,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564,2020,9,LA ISLA,8,,PASTOREO,2020-09-14,,NOVILLAS SERVICIO,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10565,2020,9,LA ISLA,26,,PASTOREO,2020-09-14,,PROXIMAS JUN,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10566,2020,9,RANCHO,10,,PASTOREO,2020-09-14,,TERNERAS RAN1,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10567,2020,9,JUNCAL,11,,PASTOREO,2020-09-14,,HORRO JUN,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10568,2020,9,PARAISO,7,,PASTOREO,2020-09-14,,HORRO PAR,RAYGRAS,2020-09-14 00:00:00,2020-09-14 00:00:00,1.0,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569,2020,9,PARAISO,4,,PASTOREO,2020-09-14,,CORTE,RAYGRAS,2020-09-14 00:00:00,2020-09-14 00:00:00,81.0,0.0,,1.0,0.0,0.0,0.0,,2020-09-29,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570,2020,9,PARAISO,8,,PASTOREO,2020-09-14,,PARAISO,RAYGRAS,2020-09-14 00:00:00,2020-09-14 00:00:00,332.0,2.1,,1.0,138.0,2777.0,2777.0,20.1231884057971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10571,2020,9,JUNCAL,9,,PASTOREO,2020-09-14,,JUNCAL,RAYGRAS,2020-09-14 00:00:00,2020-09-14 00:00:00,47.0,1.5,,1.0,125.0,2313.0,2313.0,18.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572,2020,9,EL RECODO,2,,PASTOREO,2020-09-14,,RECODO 1,RAYGRAS,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,134.0,2975.0,2975.0,22.20149253731343,2020-09-29,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10573,2020,9,EL RECODO,37,,PASTOREO,2020-09-14,,RECODO 2,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,119.0,2347.0,2347.0,19.722689075630253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574,2020,9,EL RECODO,26,,PASTOREO,2020-09-14,,RECODO 3,KYKUYO,2020-09-14 00:00:00,2020-09-14 00:00:00,,0.0,,1.0,130.0,2661.0,2661.0,20.46923076923077,2020-09-29,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575,2020,9,JUNCAL,2,,FUMIGADA,2020-09-15,CIPERMETRINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10576,2020,9,JUNCAL,2,,FOLIAR,2020-09-15,INICIO ACTIVER SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10577,2020,9,JUNCAL,4,,FUMIGADA,2020-09-15,CIPERMETRINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10578,2020,9,JUNCAL,4,,FOLIAR,2020-09-15,INICIO ACTIVER SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10579,2020,9,PARAISO,7,,RENOVADA,2020-09-15,MEDIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10580,2020,9,PARAISO,7,,ABONADA,2020-09-15,FOSFORITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581,2020,9,EL RECODO,20,,ROTOBO,2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582,2020,9,EL RECODO,20,,DESBROSADA,2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583,2020,9,LA ISLA,18,,PASTOREO,2020-09-15,,PROXIMAS PAR,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10584,2020,9,LA ISLA,36,,PASTOREO,2020-09-15,,NOVILLAS CARGADAS,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585,2020,9,LA ISLA,17,,PASTOREO,2020-09-15,,NOVILLAS CHALET,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10586,2020,9,LA ISLA,8,,PASTOREO,2020-09-15,,NOVILLAS SERVICIO,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10587,2020,9,LA ISLA,26,,PASTOREO,2020-09-15,,PROXIMAS JUN,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10588,2020,9,RANCHO,10,,PASTOREO,2020-09-15,,TERNERAS RAN1,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10589,2020,9,JUNCAL,11,,PASTOREO,2020-09-15,,HORRO JUN,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10590,2020,9,PARAISO,7,,PASTOREO,2020-09-15,,HORRO PAR,RAYGRAS,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,0.0,0.0,0.0,,2020-09-30,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10591,2020,9,PARAISO,8,,PASTOREO,2020-09-15,,PARAISO,RAYGRAS,2020-09-15 00:00:00,2020-09-15 00:00:00,,2.1,,1.0,140.0,2781.0,2781.0,19.864285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10592,2020,9,JUNCAL,9,,PASTOREO,2020-09-15,,JUNCAL,RAYGRAS,2020-09-15 00:00:00,2020-09-15 00:00:00,,1.5,,1.0,125.0,2421.0,2421.0,19.368,2020-09-30,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10593,2020,9,EL RECODO,1,,PASTOREO,2020-09-15,,RECODO 1,RAYGRAS,2020-09-15 00:00:00,2020-09-15 00:00:00,67.0,0.0,,1.0,134.0,2960.0,2960.0,22.08955223880597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10594,2020,9,EL RECODO,37,,PASTOREO,2020-09-15,,RECODO 2,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,,0.0,,1.0,119.0,2384.0,2384.0,20.03361344537815,2020-09-30,2020.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10595,2020,9,EL RECODO,43,,PASTOREO,2020-09-15,,RECODO 3,KYKUYO,2020-09-15 00:00:00,2020-09-15 00:00:00,46.0,0.0,,1.0,130.0,2543.0,2543.0,19.56153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596,2020,9,PARAISO,7,,ROTOBO,2020-09-16,MEDIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10597,2020,9,PARAISO,7,,SIEMBRA,2020-09-16,"MEDIO BOXER 2,5 BULTOS ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
